EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,TOC,TOC_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,DBAR,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG_C,,/MILLE,,/MILLE,/MILLE,,/MILLE,UMOL/KG,,KBQ/CUM,,KBQ/CUM,BQ/CUM,,BQ/CUM,MBQ/CUM,,MBQ/CUM,DEG C,KG/CUM
49NZ20030909,   P06,55,1,22,12034,2,20030929,212,-32.5117,-101.321,3601,1200.4,2,3.4742,2,3.47493,2,34.4505,2,34.4499,2,129.13,2,1198.2,2,133.23,2,132.96,2,64.4,2,0.26,37.83,2,0.14,-0.01,2,0.01,2.62,2,0.02,0.036,4,0.002,2,0.003,4,2263.2,2,2322.6,2,7.532,25,2,0.422,2,0.005,-145.9,2,3,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.3865,27.4102
49NZ20030909,   P06,55,1,21,12033,2,20030929,212,-32.5117,-101.321,3601,1403.3,2,3.1022,2,3.10229,2,34.5348,2,34.5345,2,121.64,2,1403.2,2,125.67,2,124.75,2,84.14,2,0.3,38.08,2,0.14,-0.01,2,0.01,2.67,2,0.02,0.031,4,0.001,2,0,4,2284.9,2,2351,2,7.5304,25,2,0.31,6,0.002,-186,6,2.2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.0014,27.5136
49NZ20030909,   P06,55,1,20,12032,2,20030929,212,-32.5117,-101.321,3601,1602.5,2,2.7216,2,2.72171,2,34.5675,2,34.5679,2,134.56,2,1602.5,2,136.33,2,138.29,2,91.11,2,0.32,36.93,2,0.14,-0.02,2,0.01,2.57,2,0.02,0.028,4,0,2,0,4,2285.5,2,2360.4,2,7.5497,25,2,0.307,2,0.002,-189.6,2,3.1,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.6086,27.5748
49NZ20030909,   P06,55,1,19,12031,2,20030929,212,-32.5117,-101.321,3601,1798.5,2,2.3964,2,2.39641,2,34.6049,2,34.6049,2,140.68,2,1799.1,2,145.82,2,144.7,2,99.98,2,0.34,36.26,2,0.13,-0.02,2,0.01,2.52,2,0.02,0.029,4,-0.002,2,0,4,2290.7,2,2358.8,3,7.5629,25,2,0.298,2,0.005,-200.7,2,3.1,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.2712,27.6332
49NZ20030909,   P06,55,1,18,12030,2,20030929,212,-32.5117,-101.321,3601,2000.8,2,2.1267,2,2.12679,2,34.6378,2,34.6382,2,149.58,2,2002,2,153.89,2,154.1,2,105.66,2,0.35,35.35,2,0.13,-0.01,2,0.01,2.45,2,0.02,0.024,4,-0.002,2,0,4,2289,2,2372,2,7.5799,25,2,0.264,2,0.003,-186.9,2,3,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.9882,27.6824
49NZ20030909,   P06,55,1,17,12029,2,20030929,212,-32.5117,-101.321,3601,2201.6,2,1.9528,2,1.9531,2,34.6614,2,34.6612,2,154.81,2,2201.6,2,159.53,2,159.53,2,109.99,2,0.36,34.92,2,0.13,-0.02,2,0.01,2.41,2,0.02,0.026,4,0.002,2,0,4,2290.4,2,2376.8,2,7.5884,25,2,0.282,2,0.003,-194.7,2,3,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.7998,27.716
49NZ20030909,   P06,55,1,16,12028,2,20030929,212,-32.5117,-101.321,3601,2400.8,2,1.8476,2,1.84756,2,34.673,2,34.6732,2,157.96,2,2401,2,162.35,2,162.74,2,113.41,2,0.37,34.59,2,0.13,-0.01,2,0.01,2.4,2,0.02,0.028,4,-0.003,2,0,4,2291.9,6,2379.1,2,7.5943,25,2,0.295,2,0.001,-189.2,2,3,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.679,27.7345
49NZ20030909,   P06,55,1,15,12027,2,20030929,212,-32.5117,-101.321,3601,2601.3,2,1.7807,2,1.78077,2,34.6803,2,34.6803,2,160.11,2,2601.5,2,164.49,2,164.81,2,115.83,2,0.37,34.58,2,0.13,-0.01,2,0.01,2.38,2,0.02,0.024,4,0.001,2,0,4,2294.1,2,2380.1,6,7.5994,25,2,0.307,2,0.004,-189.4,2,2.9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5952,27.7466
49NZ20030909,   P06,55,1,14,12026,2,20030929,212,-32.5117,-101.321,3601,2802.3,2,1.7555,2,1.75563,2,34.6854,2,34.6851,2,161.85,2,2802.3,2,166.15,2,166.26,2,116.18,2,0.37,34.51,2,0.13,-0.01,2,0.01,2.38,2,0.02,0.026,4,0,2,0,4,2291.4,2,2382,2,7.6031,25,6,0.29,2,0.005,-197.9,2,2.9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5519,27.7539
49NZ20030909,   P06,55,1,13,12025,2,20030929,212,-32.5117,-101.321,3601,3000.6,2,1.7515,2,1.75158,2,34.688,2,34.688,2,162.85,2,3000.6,2,166.96,2,167.02,2,116.6,2,0.38,34.49,2,0.13,-0.01,2,0.01,2.37,2,0.02,0.035,4,0,2,0,4,2292.4,2,2390.6,2,7.6031,25,2,0.321,6,0.003,-189.1,2,2.8,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5291,27.7577
49NZ20030909,   P06,55,1,12,12024,2,20030929,212,-32.5117,-101.321,3601,3251.8,2,1.7553,2,1.75527,2,34.69,2,34.6901,2,163.92,2,3251.8,2,167.71,2,167.71,2,116.59,2,0.38,34.36,2,0.13,-0.02,2,0.01,2.35,2,0.02,0.023,4,-0.003,2,0,4,2292.7,2,2390.2,2,7.6038,25,2,0.315,2,0.005,-186,2,2.9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.508,27.7608
49NZ20030909,   P06,55,1,11,12023,2,20030929,212,-32.5117,-101.321,3601,3502.4,2,1.7687,2,1.76864,2,34.6909,2,34.6909,2,164.86,2,3502.4,2,167.95,2,167.89,2,116.86,2,0.38,34.24,2,0.13,-0.01,2,0.01,2.36,2,0.02,0.031,4,0.004,2,0,4,2292.9,2,2391,2,7.603,25,2,0.301,2,0.004,-194.9,2,3.1,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.4955,27.7625
49NZ20030909,   P06,55,1,10,12022,2,20030929,212,-32.5117,-101.321,3601,3622,2,1.78,2,1.78007,2,34.6911,2,34.6911,2,165.5,2,3622,2,168,2,167.87,2,116.73,2,0.38,34.42,2,0.13,-0.01,2,0.01,2.36,2,0.02,-999,5,-999,5,-999,5,2293.4,2,2396.2,4,7.6036,25,2,0.278,2,0.004,-184.4,2,3,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.494,27.7627
49NZ20030909,   P06,55,1,9,12015,9,20030929,212,-32.5117,-101.321,3601,1001,2,4.0353,2,4.03242,2,34.3223,2,-999,9,177.53,2,1000.9,2,184.65,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9596,27.2512
49NZ20030909,   P06,55,1,8,12020,9,20030929,212,-32.5117,-101.321,3601,1001,2,4.0359,2,4.03702,2,34.3224,2,-999,9,177.79,2,1000.9,2,184.65,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9602,27.2512
49NZ20030909,   P06,55,1,7,12019,9,20030929,212,-32.5117,-101.321,3601,1001.4,2,4.0325,2,4.03473,2,34.3226,2,-999,9,177.8,2,1001.3,2,184.49,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9568,27.2517
49NZ20030909,   P06,55,1,6,12018,9,20030929,212,-32.5117,-101.321,3601,1000.4,2,4.0423,2,4.04209,2,34.3214,2,-999,9,177.71,2,1000.1,2,184.92,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9666,27.2498
49NZ20030909,   P06,55,1,5,12017,9,20030929,212,-32.5117,-101.321,3601,999.8,2,4.045,2,4.04408,2,34.3211,2,-999,9,177.65,2,999.4,2,185.09,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9693,27.2492
49NZ20030909,   P06,55,1,4,12016,9,20030929,212,-32.5117,-101.321,3601,1000.6,2,4.043,2,4.04373,2,34.3213,2,-999,9,177.59,2,1000.2,2,184.86,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9673,27.2496
49NZ20030909,   P06,55,1,3,12012,9,20030929,212,-32.5117,-101.321,3601,1000.3,2,4.0399,2,4.0393,2,34.3215,2,-999,9,177.49,2,1000,2,184.91,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9642,27.2501
49NZ20030909,   P06,55,1,2,12014,9,20030929,212,-32.5117,-101.321,3601,1000.1,2,4.0403,2,4.0389,2,34.3214,2,-999,9,177.35,2,999.9,2,184.97,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9646,27.25
49NZ20030909,   P06,55,1,1,12013,2,20030929,212,-32.5117,-101.321,3601,249.7,2,11.5017,2,11.50066,2,34.4174,2,34.4166,2,213.35,2,255.9,2,215.19,2,220.29,2,1.49,2,0.12,11.58,2,0.07,-0.01,2,0.01,0.91,2,0.01,3.084,4,1.614,2,0.015,4,2090.2,2,2267.5,2,7.8289,25,2,1.295,2,0.001,87.2,2,2.8,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,11.4701,26.236
49NZ20030909,   P06,54,1,0,-999,9,20030930,1255,-32.4942,-100.6668,3531,-999,9,-999,9,-999,9,-999,9,34.8564,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999
49NZ20030909,   P06,54,1,36,12048,2,20030930,1255,-32.4942,-100.6668,3531,9.9,2,16.9992,2,16.99976,2,34.8525,2,34.852,2,231.8,2,10.6,2,241.18,2,241.02,2,1.02,2,0.12,0.04,2,0.03,0.02,2,0.01,0.18,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,16.9976,25.4016
49NZ20030909,   P06,54,1,35,12047,2,20030930,1255,-32.4942,-100.6668,3531,51,2,17.0069,2,17.0077,2,34.8511,2,34.8509,2,231.47,2,51.4,2,241.01,2,241.02,2,0.83,2,0.12,0.04,2,0.03,0.02,2,0.01,0.18,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,16.9985,25.4003
49NZ20030909,   P06,54,1,34,12046,2,20030930,1255,-32.4942,-100.6668,3531,98.7,2,16.8643,2,16.86628,2,34.8322,2,34.8323,2,231.21,2,97,2,240.72,2,240.72,2,0.91,2,0.12,0.08,2,0.03,0.03,2,0.01,0.2,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,16.8482,25.4214
49NZ20030909,   P06,54,1,33,12045,2,20030930,1255,-32.4942,-100.6668,3531,148.5,2,16.6637,2,16.66453,2,34.7967,2,34.7983,2,230.78,2,148.3,2,239.93,2,240.33,2,0.92,2,0.12,0.18,2,0.03,0.03,2,0.01,0.21,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,16.6396,25.4432
49NZ20030909,   P06,54,1,32,12044,2,20030930,1255,-32.4942,-100.6668,3531,199.9,2,14.2277,2,14.22485,2,34.5684,2,34.5735,2,212.64,2,198.9,2,222.28,2,220.35,2,1.26,2,0.12,5.87,2,0.05,0.02,2,0.01,0.57,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,14.1986,25.8117
49NZ20030909,   P06,54,1,31,12043,2,20030930,1255,-32.4942,-100.6668,3531,250.7,2,12.2946,2,12.29097,2,34.4387,2,34.4404,2,215.42,2,248.5,2,218.99,2,223.32,2,1.69,2,0.12,9.66,2,0.06,0.01,2,0.01,0.8,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,12.2615,26.103
49NZ20030909,   P06,54,1,30,12042,2,20030930,1255,-32.4942,-100.6668,3531,300.2,2,10.0258,2,10.02091,2,34.3276,2,34.3286,2,213.48,2,300.7,2,221.16,2,221.07,2,2.84,2,0.13,15.29,2,0.08,0,2,0.01,1.14,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9.991,26.4284
49NZ20030909,   P06,54,1,29,12041,2,20030930,1255,-32.4942,-100.6668,3531,399.1,2,7.3843,2,7.37992,2,34.2982,2,34.2985,2,215.44,2,396.9,2,223.21,2,222.19,2,6.44,2,0.13,22.36,2,0.1,0,2,0.01,1.58,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,7.3456,26.8176
49NZ20030909,   P06,54,1,28,12040,2,20030930,1255,-32.4942,-100.6668,3531,499.8,2,6.3612,2,6.36136,2,34.3094,2,34.3093,2,231.85,2,500.2,2,237.67,2,239.53,2,8.55,2,0.14,23.64,2,0.1,0,2,0.01,1.64,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,6.3163,26.9664
49NZ20030909,   P06,54,1,27,12039,2,20030930,1255,-32.4942,-100.6668,3531,599.7,2,5.9105,2,5.91054,2,34.2898,2,34.29,2,237.03,2,599.5,2,244.64,2,244.98,2,9.78,2,0.14,24.37,2,0.1,0,2,0.01,1.68,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,5.8583,27.0093
49NZ20030909,   P06,54,1,26,12038,2,20030930,1255,-32.4942,-100.6668,3531,699.9,2,5.4942,2,5.49363,2,34.2708,2,34.2715,2,232.61,2,699,2,241.28,2,240.68,2,12.26,3,0.15,25.9,2,0.11,0,2,0.01,1.77,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,5.435,27.0461
49NZ20030909,   P06,54,1,25,12037,2,20030930,1255,-32.4942,-100.6668,3531,799.8,2,5.047,2,5.04723,2,34.2634,2,34.2634,2,221.12,2,798.6,2,229.25,2,229.25,2,15.2,3,0.15,27.84,2,0.11,0.01,2,0.01,1.91,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.9816,27.0934
49NZ20030909,   P06,54,1,24,12036,2,20030930,1255,-32.4942,-100.6668,3531,898.6,2,4.5236,2,4.52282,2,34.2798,2,34.2794,2,200.46,2,898.6,2,209.1,2,207.99,2,23.65,3,0.17,30.53,2,0.12,-0.01,2,0.01,2.1,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.453,27.1654
49NZ20030909,   P06,54,1,23,12035,2,20030930,1255,-32.4942,-100.6668,3531,999.2,2,4.0906,2,4.08947,2,34.3182,2,34.3184,2,178.37,2,998.3,2,185.93,2,185.03,2,34.14,2,0.19,33.12,2,0.13,-0.01,2,0.01,2.28,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0146,27.2423
49NZ20030909,   P06,54,1,22,12034,2,20030930,1255,-32.4942,-100.6668,3531,1201.2,2,3.4845,2,3.48439,2,34.4517,2,34.4514,2,127.84,2,1200.9,2,133.19,2,131.72,2,64.21,2,0.26,37.72,2,0.14,-0.01,2,0.01,2.64,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.3967,27.4102
49NZ20030909,   P06,54,1,21,12033,2,20030930,1255,-32.4942,-100.6668,3531,1400,2,3.1482,2,3.14847,2,34.5328,2,34.5324,2,117.43,2,1399.9,2,121.09,2,120.48,2,83.66,2,0.3,38.35,2,0.14,-0.01,2,0.01,2.69,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.0471,27.5078
49NZ20030909,   P06,54,1,20,12032,2,20030930,1255,-32.4942,-100.6668,3531,1600.1,2,2.765,2,2.76509,2,34.5717,2,34.5717,2,127.53,2,1600,2,130.78,2,130.98,2,93.42,2,0.32,37.36,2,0.14,-0.01,2,0.01,2.62,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.6516,27.5744
49NZ20030909,   P06,54,1,19,12031,2,20030930,1255,-32.4942,-100.6668,3531,1799.8,2,2.4585,2,2.45867,2,34.5972,2,34.5971,2,140.4,2,1799.4,2,144.43,2,144.43,2,97.42,2,0.33,36.24,2,0.13,-0.01,2,0.01,2.52,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.3323,27.6219
49NZ20030909,   P06,54,1,18,12030,2,20030930,1255,-32.4942,-100.6668,3531,1999,2,2.1754,2,2.17538,2,34.631,2,34.631,2,149.25,2,1999.3,2,153.14,2,153.8,2,103.34,2,0.35,35.31,2,0.13,-0.01,2,0.01,2.46,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.0364,27.6732
49NZ20030909,   P06,54,1,17,12029,2,20030930,1255,-32.4942,-100.6668,3531,2199.4,2,2.0011,2,2.00119,2,34.6545,2,34.6544,2,153.82,2,2199.2,2,158.31,2,158.52,2,108.57,2,0.36,34.8,2,0.13,-0.01,2,0.01,2.42,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.8475,27.7068
49NZ20030909,   P06,54,1,16,12028,2,20030930,1255,-32.4942,-100.6668,3531,2399.5,2,1.886,2,1.88595,2,34.6703,2,34.6706,2,157.11,2,2399.4,2,161.45,2,161.84,2,111.65,2,0.36,34.61,2,0.13,-0.01,2,0.01,2.4,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.7168,27.7295
49NZ20030909,   P06,54,1,15,12027,2,20030930,1255,-32.4942,-100.6668,3531,2599.5,2,1.8097,2,1.80977,2,34.6799,2,34.6802,2,159.86,2,2599.3,2,164.47,2,164.66,2,113.76,2,0.37,34.35,2,0.13,-0.01,2,0.01,2.38,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.6238,27.7442
49NZ20030909,   P06,54,1,14,12026,2,20030930,1255,-32.4942,-100.6668,3531,2800.4,2,1.7653,2,1.76539,2,34.6847,2,34.6849,2,161.83,2,2800.4,2,166.08,2,166.28,2,115.45,2,0.37,34.27,2,0.13,0,2,0.01,2.37,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5617,27.7526
49NZ20030909,   P06,54,1,13,12025,2,20030930,1255,-32.4942,-100.6668,3531,2999.9,2,1.7491,2,1.74912,2,34.688,2,34.6886,2,162.65,2,2999.9,2,166.74,2,166.69,2,117.02,3,0.38,34.34,2,0.13,0,2,0.01,2.37,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5268,27.7578
49NZ20030909,   P06,54,1,12,12024,2,20030930,1255,-32.4942,-100.6668,3531,3249.2,2,1.7522,2,1.75228,2,34.69,2,34.69,2,163.87,2,3249.2,2,167.34,2,167.13,2,117.35,3,0.38,34.26,2,0.13,0.01,2,0.01,2.36,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.5052,27.761
49NZ20030909,   P06,54,1,11,12023,2,20030930,1255,-32.4942,-100.6668,3531,3569.9,2,1.7756,2,1.77569,2,34.6909,2,34.6906,2,165.07,2,3569.9,2,167.63,2,167.63,2,116.42,3,0.38,34.22,2,0.13,0,2,0.01,2.37,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.4952,27.7625
49NZ20030909,   P06,54,1,10,12022,9,20030930,1255,-32.4942,-100.6668,3531,999.1,2,4.1036,2,4.1038,2,34.3174,2,-999,9,179.37,2,997.8,2,186.03,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0275,27.2403
49NZ20030909,   P06,54,1,9,12015,9,20030930,1255,-32.4942,-100.6668,3531,999,2,4.104,2,4.10381,2,34.3173,2,-999,9,179.4,2,997.7,2,186.05,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0279,27.2402
49NZ20030909,   P06,54,1,8,12020,9,20030930,1255,-32.4942,-100.6668,3531,998.6,2,4.104,2,4.10417,2,34.3172,2,-999,9,179.37,2,997.4,2,186.11,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.028,27.2401
49NZ20030909,   P06,54,1,7,12019,9,20030930,1255,-32.4942,-100.6668,3531,998.9,2,4.103,2,4.10271,2,34.3173,2,-999,9,179.19,2,997.7,2,186.06,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0269,27.2403
49NZ20030909,   P06,54,1,6,12018,9,20030930,1255,-32.4942,-100.6668,3531,999.1,2,4.1034,2,4.104,2,34.3171,2,-999,9,179.04,2,997.8,2,186.03,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0273,27.2401
49NZ20030909,   P06,54,1,5,12017,9,20030930,1255,-32.4942,-100.6668,3531,998.7,2,4.0996,2,4.09952,2,34.3176,2,-999,9,179.02,2,997.6,2,186.07,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0236,27.2409
49NZ20030909,   P06,54,1,4,12016,9,20030930,1255,-32.4942,-100.6668,3531,999.5,2,4.0989,2,4.09715,2,34.3177,2,-999,9,178.8,2,998.3,2,185.95,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.0228,27.241
