EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,TOC,TOC_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,DBAR,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG_C,,/MILLE,,/MILLE,/MILLE,,/MILLE,UMOL/KG,,KBQ/CUM,,KBQ/CUM,BQ/CUM,,BQ/CUM,MBQ/CUM,,MBQ/CUM,DEG C,KG/CUM
49NZ20030909,   P06,106,1,20,12032,2,20030917,658,-32.4933,-134.004,4158,1600,2,2.5474,2,2.54745,2,34.5627,2,34.5626,2,156,2,1598.5,2,161.39,2,161.63,2,85.95,2,0.31,35.09,2,0.13,0,2,0.01,2.43,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.4367,27.5856
49NZ20030909,   P06,106,1,19,12031,2,20030917,658,-32.4933,-134.004,4158,1801.2,2,2.3221,2,2.32213,2,34.6028,2,34.6029,2,152.21,2,1800.8,2,157.66,2,157.75,2,98.11,2,0.33,35.24,2,0.13,0.01,2,0.01,2.46,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.1977,27.6375
49NZ20030909,   P06,106,1,18,12030,2,20030917,658,-32.4933,-134.004,4158,1999.7,2,2.1319,2,2.13185,2,34.6292,2,34.629,2,150.02,2,1999,2,155.32,2,155.45,2,108.22,2,0.36,35.45,2,0.13,0.01,2,0.01,2.47,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.9935,27.6751
49NZ20030909,   P06,106,1,17,12029,2,20030917,658,-32.4933,-134.004,4158,2200.8,2,2.0083,2,2.0082,2,34.6437,2,34.6439,2,149.67,2,2200,2,154.89,2,155.03,2,113.97,2,0.37,35.57,2,0.13,0,2,0.01,2.48,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.8545,27.6976
49NZ20030909,   P06,106,1,16,12028,2,20030917,658,-32.4933,-134.004,4158,2400.2,2,1.8896,2,1.89027,2,34.6545,2,34.6545,2,150.97,2,2399.7,2,156.38,2,156.36,2,118.47,2,0.38,35.49,2,0.13,0,2,0.01,2.47,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.7203,27.7165
49NZ20030909,   P06,106,1,15,12027,2,20030917,658,-32.4933,-134.004,4158,2600.5,2,1.7996,2,1.79942,2,34.6628,2,34.6626,2,153.04,2,2600.1,2,158.4,2,158.4,2,120.97,2,0.39,35.44,2,0.13,0,2,0.01,2.46,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.6139,27.7312
49NZ20030909,   P06,106,1,14,12026,2,20030917,658,-32.4933,-134.004,4158,2799.7,2,1.7338,2,1.73377,2,34.6688,2,34.6691,2,155.91,2,2799.3,2,161.41,2,161.17,2,121.89,2,0.39,35.22,2,0.13,0,2,0.01,2.46,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.531,27.7421
49NZ20030909,   P06,106,1,13,12025,2,20030917,658,-32.4933,-134.004,4158,3000,2,1.6775,2,1.67759,2,34.6743,2,34.6748,2,159.15,2,2999.9,2,164.48,2,164.41,2,122.16,2,0.39,35.06,2,0.13,0.01,2,0.01,2.44,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.4568,27.7519
49NZ20030909,   P06,106,1,12,12024,2,20030917,658,-32.4933,-134.004,4158,3253,2,1.6229,2,1.62309,2,34.6799,2,34.6798,2,163.03,2,3253,2,168.28,2,168.22,2,122.25,2,0.39,34.51,2,0.13,0,2,0.01,2.41,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.3787,27.7621
49NZ20030909,   P06,106,1,11,12023,2,20030917,658,-32.4933,-134.004,4158,3500.8,2,1.5784,2,1.57831,2,34.6848,2,34.685,2,167,2,3500.9,2,171.79,2,171.79,2,121.61,2,0.39,34.42,2,0.13,0,2,0.01,2.39,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.3102,27.7709
49NZ20030909,   P06,106,1,10,12022,2,20030917,658,-32.4933,-134.004,4158,3751.3,2,1.5054,2,1.50594,2,34.692,2,34.6916,2,172.65,2,3751.6,2,176.94,2,177.15,2,121.2,2,0.39,34.06,2,0.13,0,2,0.01,2.37,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.213,27.7834
49NZ20030909,   P06,106,1,9,12021,2,20030917,658,-32.4933,-134.004,4158,4002.4,2,1.3564,2,1.35647,2,34.703,2,34.7031,2,183.04,2,4002.3,2,186.98,2,187.27,2,118.77,2,0.38,33.3,2,0.13,0,2,0.01,2.3,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.0412,27.804
49NZ20030909,   P06,106,1,8,12020,2,20030917,658,-32.4933,-134.004,4158,4211.3,2,1.3145,2,1.31444,2,34.7065,2,34.7065,2,187.5,2,4211.3,2,191.51,2,191.32,2,118.34,2,0.38,33.08,2,0.13,0.01,2,0.01,2.29,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.9776,27.811
49NZ20030909,   P06,106,1,7,12019,9,20030917,658,-32.4933,-134.004,4158,1000.6,2,4.5531,2,4.55224,2,34.3116,2,-999,9,198.66,2,1000.7,2,207.54,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4735,27.1884
49NZ20030909,   P06,106,1,6,12018,9,20030917,658,-32.4933,-134.004,4158,1000.6,2,4.5505,2,4.55032,2,34.3116,2,-999,9,198.48,2,1000.8,2,207.53,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4709,27.1887
49NZ20030909,   P06,106,1,5,12017,9,20030917,658,-32.4933,-134.004,4158,1000.8,2,4.5479,2,4.54829,2,34.3116,2,-999,9,198.44,2,1001,2,207.47,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4683,27.189
49NZ20030909,   P06,106,1,4,12016,9,20030917,658,-32.4933,-134.004,4158,1000.8,2,4.5497,2,4.5485,2,34.3117,2,-999,9,198.49,2,1001,2,207.49,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4701,27.1888
49NZ20030909,   P06,106,1,3,12015,9,20030917,658,-32.4933,-134.004,4158,1001.1,2,4.5487,2,4.54887,2,34.3117,2,-999,9,198.37,2,1001.3,2,207.42,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.469,27.189
49NZ20030909,   P06,106,1,2,12014,9,20030917,658,-32.4933,-134.004,4158,1002.1,2,4.5466,2,4.54827,2,34.3121,2,-999,9,198.48,2,1002.3,2,207.23,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4669,27.1895
49NZ20030909,   P06,106,1,1,12013,9,20030917,658,-32.4933,-134.004,4158,1001.7,2,4.5475,2,4.549,2,34.3118,2,-999,9,198.38,2,1001.9,2,207.31,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4678,27.1892
49NZ20030909,   P06,105,1,0,-999,9,20030917,1335,-32.4963,-133.3373,4248,-999,9,-999,9,-999,9,-999,9,35.0058,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999
49NZ20030909,   P06,105,1,36,12048,2,20030917,1335,-32.4963,-133.3373,4248,9.1,2,16.0985,2,16.09868,2,34.9969,2,34.9944,2,235.89,2,9.1,2,244.68,2,244.68,2,0.55,2,0.12,0.02,4,0.03,-0.01,2,0.01,0.14,2,0.02,2.629,4,1.672,2,0.169,4,2043.3,2,2300.9,2,7.9837,25,2,1.289,2,0.002,85.6,2,3.9,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,16.0971,25.723
49NZ20030909,   P06,105,1,35,12047,3,20030917,1335,-32.4963,-133.3373,4248,49.8,2,16.12,2,16.11878,2,35.0024,2,35.0005,2,235.44,2,50.4,2,244.79,2,244.42,2,0.57,2,0.12,-0.01,4,0.03,-0.01,2,0.01,0.14,2,0.02,2.681,4,1.815,2,0.176,4,2044.1,6,2301.8,2,7.9852,25,2,1.321,2,0.003,94.1,2,4,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,16.1121,25.7238
49NZ20030909,   P06,105,1,34,12046,2,20030917,1335,-32.4963,-133.3373,4248,100.4,2,16.2103,2,16.21015,2,35.0447,2,35.044,2,233.75,2,103.5,2,244.46,2,242.83,2,0.56,2,0.12,-0.02,4,0.03,0,2,0.01,0.14,2,0.02,2.659,4,1.818,2,0.172,4,2042.2,2,2302.7,6,7.982,25,2,1.351,2,0.003,86.9,2,4,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,16.1943,25.7374
49NZ20030909,   P06,105,1,33,12045,2,20030917,1335,-32.4963,-133.3373,4248,150.8,2,14.8606,2,14.85322,2,34.9488,2,34.9513,2,224.16,2,153.9,2,231.73,2,233.21,2,0.63,2,0.12,1.6,4,0.04,0.11,2,0.01,0.3,2,0.01,-999,9,-999,9,-999,9,2064.3,2,2304.8,2,7.9423,25,6,1.315,2,0.004,-999,5,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,14.8379,25.968
49NZ20030909,   P06,105,1,32,12044,2,20030917,1335,-32.4963,-133.3373,4248,201.7,2,13.5126,2,13.50988,2,34.8223,2,34.8218,2,220.56,2,201.1,2,224.61,2,228.66,2,0.92,2,0.12,4.48,4,0.05,0.01,2,0.01,0.48,2,0.01,2.946,4,1.7,2,0.127,4,2081.5,2,2291,2,7.9035,25,2,1.348,6,0.025,84.6,6,5.4,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,13.4842,26.1569
49NZ20030909,   P06,105,1,31,12043,2,20030917,1335,-32.4963,-133.3373,4248,250.7,2,12.4727,2,12.47386,2,34.7767,2,34.7768,2,209.29,2,247.4,2,216.56,2,216.32,2,1.59,2,0.12,8.55,4,0.06,0.01,2,0.01,0.7,2,0.01,-999,9,-999,9,-999,9,2100.2,2,2293.5,2,7.8578,25,2,1.269,2,0.005,80.6,2,3.8,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,12.4392,26.3309
49NZ20030909,   P06,105,1,30,12042,2,20030917,1335,-32.4963,-133.3373,4248,299.1,2,10.5554,2,10.54304,2,34.5975,2,34.6005,2,212.63,2,299.3,2,219.16,2,219.46,2,2.39,2,0.12,12.98,4,0.07,0,2,0.01,0.99,2,0.01,3.003,4,1.553,2,0.11,4,2113.3,2,2281.4,2,7.8093,25,2,1.264,2,0.003,60.3,2,3.7,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,10.5195,26.5477
49NZ20030909,   P06,105,1,29,12041,2,20030917,1335,-32.4963,-133.3373,4248,401.3,2,7.9452,2,7.94341,2,34.4189,2,34.4188,2,221.9,2,404.6,2,228.66,2,228.98,2,5.04,2,0.13,19.65,4,0.09,0,2,0.01,1.4,2,0.01,2.819,4,1.438,2,0.078,4,2132,2,2278.1,2,7.7518,25,2,1.307,2,0.003,45.4,2,3.9,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,7.9046,26.8316
49NZ20030909,   P06,105,1,28,12040,2,20030917,1335,-32.4963,-133.3373,4248,501,2,7.13,2,7.12999,2,34.383,2,34.3823,2,234,2,500.1,2,242.51,2,241.58,2,6.18,2,0.13,21.1,4,0.09,0,2,0.01,1.48,2,0.01,3.001,4,1.639,2,0.115,4,2138.4,2,2281.9,2,7.7467,25,2,1.252,2,0.005,32.6,2,3.7,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,7.082,26.9214
49NZ20030909,   P06,105,1,27,12039,2,20030917,1335,-32.4963,-133.3373,4248,600.6,2,6.6477,2,6.64802,2,34.3578,2,34.3577,2,237.42,2,599.8,2,245.5,2,245.22,2,7.56,2,0.14,22.07,4,0.09,0,2,0.01,1.55,2,0.01,2.704,4,1.34,2,0.089,4,2138.3,2,2281.8,2,7.743,25,2,1.324,2,0.001,23.1,2,3.7,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,6.592,26.9682
49NZ20030909,   P06,105,1,26,12038,2,20030917,1335,-32.4963,-133.3373,4248,701,2,6.2119,2,6.20844,2,34.3289,2,34.3294,2,235.2,2,698.2,2,242.74,2,243.14,2,9.23,2,0.14,23.15,4,0.1,0,2,0.01,1.64,2,0.01,2.234,4,1.018,2,0.056,4,2144.4,2,2282,2,7.7346,25,2,1.342,2,0.004,2.2,2,3.6,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,6.1487,27.0034
49NZ20030909,   P06,105,1,25,12037,2,20030917,1335,-32.4963,-133.3373,4248,800.6,2,5.7578,2,5.75612,2,34.3065,2,34.3065,2,228.48,2,797.4,2,235.15,2,236.65,2,12.16,2,0.15,24.83,4,0.1,0,2,0.01,1.75,2,0.01,1.645,4,0.752,2,0.035,4,2150.9,2,2280.1,6,7.7203,25,2,1.308,2,0.004,-20.8,2,3.6,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,5.6879,27.0436
49NZ20030909,   P06,105,1,24,12036,2,20030917,1335,-32.4963,-133.3373,4248,898.9,2,5.1176,2,5.11671,2,34.2982,2,34.2979,2,213.48,2,897.9,2,221.38,2,221.38,2,18.96,2,0.16,27.54,4,0.11,-0.01,2,0.01,1.93,2,0.01,0.934,4,0.408,2,0.023,4,2166.9,2,2284.7,2,7.6866,25,6,1.208,2,0.003,-56.2,2,3.6,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,5.0429,27.1139
49NZ20030909,   P06,105,1,23,12035,2,20030917,1335,-32.4963,-133.3373,4248,1000.6,2,4.5559,2,4.55371,2,34.3129,2,34.3134,2,198.62,2,1001,2,207.55,2,205.95,2,27.45,2,0.18,30.01,4,0.12,0,2,0.01,2.11,2,0.02,0.46,4,0.231,6,0.011,4,2186.9,2,2294.7,2,7.6528,25,2,1.014,2,0.004,-82.8,2,3.5,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,4.4762,27.1891
49NZ20030909,   P06,105,1,22,12034,2,20030917,1335,-32.4963,-133.3373,4248,1201.9,2,3.5215,2,3.52129,2,34.3974,2,34.3973,2,173.54,2,1203.6,2,181.1,2,179.96,2,49.84,2,0.23,33.51,4,0.13,0,2,0.01,2.33,2,0.02,0.093,4,0.056,2,0.007,4,2224.1,2,2318.4,2,7.6011,25,2,0.755,2,0.002,-126.4,2,3.3,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,3.4334,27.3634
49NZ20030909,   P06,105,1,21,12033,2,20030917,1335,-32.4963,-133.3373,4248,1400.2,2,2.931,2,2.93076,2,34.487,2,34.4875,2,162.72,2,1400.5,2,169.29,2,168.75,2,68.31,2,0.27,34.03,4,0.13,0,2,0.01,2.41,2,0.02,0.041,4,0.016,2,0.004,4,2250.4,2,2333.7,2,7.5872,25,2,0.569,6,0.016,-157,6,2.3,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.8324,27.4907
49NZ20030909,   P06,105,1,20,12032,2,20030917,1335,-32.4963,-133.3373,4248,1598.6,2,2.5748,2,2.57483,2,34.5577,2,34.5581,2,156.51,2,1596.8,2,162.13,2,162.18,2,84.4,2,0.3,33.46,4,0.13,0,2,0.01,2.43,2,0.02,0.027,4,0.007,2,0.004,4,2268.7,2,2350.9,2,7.5828,25,2,0.451,2,0.001,-176.9,2,6.2,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.4639,27.5793
49NZ20030909,   P06,105,1,19,12031,2,20030917,1335,-32.4963,-133.3373,4248,1800.6,2,2.2942,2,2.29429,2,34.6075,2,34.6075,2,151.7,2,1800.9,2,157.47,2,157.33,2,99.47,2,0.34,33.94,4,0.13,0,2,0.01,2.46,2,0.02,0.018,4,0.001,2,0.003,4,2285.2,2,2374.8,2,7.586,25,2,0.322,2,0.004,-196.6,2,3.1,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.1702,27.6436
49NZ20030909,   P06,105,1,18,12030,2,20030917,1335,-32.4963,-133.3373,4248,2002,2,2.1133,2,2.11353,2,34.6317,2,34.6317,2,149.77,2,2002.2,2,155.5,2,155.5,2,108.65,2,0.36,34.48,4,0.13,0,2,0.01,2.47,2,0.02,0.018,4,-0.001,2,0.002,4,2295.4,2,2385.6,2,7.5861,25,6,0.296,2,0.004,-201,2,3,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.975,27.6786
49NZ20030909,   P06,105,1,17,12029,2,20030917,1335,-32.4963,-133.3373,4248,2200.7,2,1.9831,2,1.98293,2,34.6454,2,34.6457,2,149.72,2,2200.6,2,155.32,2,155.32,2,114.87,2,0.37,35.01,4,0.13,0,2,0.01,2.48,2,0.02,0.016,4,-0.003,2,0.002,4,2299.6,2,2389.3,2,7.5868,25,2,0.33,2,0.003,-208.4,2,3.1,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.8298,27.7009
49NZ20030909,   P06,105,1,16,12028,2,20030917,1335,-32.4963,-133.3373,4248,2400.3,2,1.8768,2,1.87675,2,34.6554,2,34.6558,2,151.14,2,2400.4,2,156.62,2,156.78,2,118.49,2,0.38,33.85,4,0.13,0,2,0.01,2.47,2,0.02,0.017,4,-0.003,2,0.002,4,2303.9,6,2390.2,2,7.5887,25,2,0.309,2,0.005,-209.2,2,3.2,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.7077,27.7182
49NZ20030909,   P06,105,1,15,12027,2,20030917,1335,-32.4963,-133.3373,4248,2600,2,1.7949,2,1.79483,2,34.6627,2,34.6627,2,153.44,2,2599.9,2,158.9,2,159.11,2,120.61,2,0.38,34.17,4,0.13,0,2,0.01,2.47,2,0.02,0.02,4,0.001,2,0.004,4,2303,2,2391,2,7.5946,25,2,0.286,2,0.002,-215.9,2,3.2,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.6093,27.7315
49NZ20030909,   P06,105,1,14,12026,2,20030917,1335,-32.4963,-133.3373,4248,2802.5,2,1.723,2,1.72294,2,34.6691,2,34.6689,2,156.51,2,2802.2,2,162.14,2,162.24,2,121.65,2,0.39,34.44,4,0.13,0,2,0.01,2.44,2,0.02,0.018,4,-0.002,2,0.003,4,2301.4,2,2399,3,7.5971,25,2,0.232,3,0.004,-210.4,2,3.1,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.5201,27.7432
49NZ20030909,   P06,105,1,13,12025,2,20030917,1335,-32.4963,-133.3373,4248,2999.4,2,1.67,2,1.67,2,34.6741,2,34.674,2,159.37,2,2999.2,2,165.11,2,166.94,3,122.03,2,0.39,34.33,4,0.13,0,2,0.01,2.43,2,0.02,0.02,4,0.003,2,0.003,4,2301,2,2393.3,2,7.6012,25,2,0.328,6,0.038,-210.8,6,3.3,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.4495,27.7523
49NZ20030909,   P06,105,1,12,12024,2,20030917,1335,-32.4963,-133.3373,4248,3250.9,2,1.6169,2,1.61687,2,34.6794,2,34.68,2,163.13,2,3250.9,2,168.66,2,168.77,2,121.93,2,0.39,34.32,4,0.13,0,2,0.01,2.4,2,0.02,-999,9,-999,9,-999,9,2298,2,2396,3,7.6041,25,2,0.318,2,0.003,-209,2,3.2,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.373,27.7621
49NZ20030909,   P06,105,1,11,12023,2,20030917,1335,-32.4963,-133.3373,4248,3501.9,2,1.5749,2,1.57481,2,34.6842,2,34.6842,2,166.9,2,3501.6,2,172.31,2,172.25,2,121.88,2,0.39,33.34,4,0.13,0,2,0.01,2.4,2,0.02,0.016,4,-0.001,2,0.003,4,2296.1,2,2389.3,2,7.6104,25,2,0.222,3,0.005,-198.9,2,3.1,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.3067,27.7706
49NZ20030909,   P06,105,1,10,12022,2,20030917,1335,-32.4963,-133.3373,4248,3752.2,2,1.513,2,1.51313,2,34.6901,2,34.6901,2,172.02,2,3751.9,2,177.17,2,176.91,2,121.11,2,0.39,33.09,4,0.13,0,2,0.01,2.37,2,0.02,0.018,4,0,2,0.003,4,2292.3,2,2392.8,3,7.6127,25,2,0.31,2,0.004,-200.3,2,4.7,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.2203,27.7814
49NZ20030909,   P06,105,1,9,12021,2,20030917,1335,-32.4963,-133.3373,4248,4003.3,2,1.3934,2,1.39367,2,34.6999,2,34.6994,2,180.58,2,4002.9,2,185.4,2,185.45,2,119.18,2,0.38,32.77,4,0.12,0,2,0.01,2.32,2,0.02,0.015,4,-0.003,2,0.002,4,2282.7,2,2383,2,7.6183,25,2,0.339,2,0.002,-185.4,2,3.1,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.0771,27.799
49NZ20030909,   P06,105,1,8,12020,2,20030917,1335,-32.4963,-133.3373,4248,4305.7,2,1.3265,2,1.32653,2,34.7054,2,34.7055,2,187.29,2,4305.7,2,191.16,2,191.16,2,118.13,2,0.38,32.85,4,0.12,-0.01,2,0.01,2.29,2,0.02,0.016,4,0,2,0.003,4,2281.4,6,2380.9,2,7.6246,25,2,0.364,2,0.004,-177.4,2,3.2,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.9788,27.81
49NZ20030909,   P06,105,1,7,12019,9,20030917,1335,-32.4963,-133.3373,4248,1002.1,2,4.5376,2,4.53761,2,34.3142,2,-999,9,198.41,2,1003.1,2,207.16,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4579,27.1921
49NZ20030909,   P06,105,1,6,12018,9,20030917,1335,-32.4963,-133.3373,4248,1000.4,2,4.5468,2,4.54636,2,34.3135,2,-999,9,198.4,2,1001.1,2,207.52,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4672,27.1906
49NZ20030909,   P06,105,1,5,12017,9,20030917,1335,-32.4963,-133.3373,4248,1001.5,2,4.5425,2,4.54394,2,34.3138,2,-999,9,198.51,2,1002.3,2,207.32,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4629,27.1913
49NZ20030909,   P06,105,1,4,12016,9,20030917,1335,-32.4963,-133.3373,4248,1001.9,2,4.545,2,4.54458,2,34.3137,2,-999,9,198.46,2,1002.6,2,207.25,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4653,27.1909
49NZ20030909,   P06,105,1,3,12015,9,20030917,1335,-32.4963,-133.3373,4248,1000.8,2,4.5496,2,4.5479,2,34.3135,2,-999,9,198.61,2,1001.4,2,207.48,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.47,27.1903
49NZ20030909,   P06,105,1,2,12014,9,20030917,1335,-32.4963,-133.3373,4248,1000.4,2,4.5554,2,4.55553,2,34.3131,2,-999,9,198.64,2,1000.8,2,207.57,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,4.4758,27.1893
